id_tempo,id_secretaria,id_funcao,id_favorecido,valor_pago,populacao
16,3,9,1530,5271.51,32205.0
16,3,9,1530,1907.72,32205.0
16,5,22,1530,3448.62,32205.0
16,5,22,2593,1567.55,32205.0
16,5,22,2593,383.42,32205.0
16,5,22,1530,843.53,32205.0
7,4,7,2593,90.0,32205.0
11,4,7,1530,23996.32,32205.0
16,4,7,1287,26.6,32205.0
16,4,7,1287,691.6,32205.0
16,4,7,1287,11200.0,32205.0
16,4,7,1287,53.2,32205.0
16,4,7,1287,53.2,32205.0
16,4,7,1287,26.6,32205.0
16,4,7,1287,133.0,32205.0
16,4,7,1287,26.6,32205.0
16,4,7,1287,26.6,32205.0
16,4,7,1287,133.0,32205.0
16,4,7,1287,319.2,32205.0
16,4,7,1287,26.6,32205.0
16,4,7,1287,722.05,32205.0
16,4,7,1287,53.2,32205.0
16,4,7,1287,26.6,32205.0
16,4,7,1287,26.6,32205.0
16,4,7,1287,106.4,32205.0
16,4,7,1287,26.6,32205.0
16,4,7,1287,2018.86,32205.0
3,3,9,2943,24.66,32205.0
3,3,9,2943,24.66,32205.0
16,4,7,2593,13031.57,32205.0
16,4,7,1469,82.86,32205.0
16,4,7,3016,926.62,32205.0
16,4,7,479,13743.67,32205.0
16,4,7,697,32.46,32205.0
16,4,7,384,12308.15,32205.0
16,4,7,378,4026.27,32205.0
16,4,7,301,6120.0,32205.0
16,4,7,301,562.81,32205.0
16,4,7,301,1579.89,32205.0
16,4,7,53,10924.51,32205.0
16,4,7,380,1485.12,32205.0
16,4,7,2992,941.63,32205.0
16,4,7,3020,120.0,32205.0
16,4,7,1522,31725.5,32205.0
9,2,5,2915,394.0,32205.0
9,2,5,301,26.04,32205.0
9,2,5,301,119.17,32205.0
9,2,5,301,220.0,32205.0
9,2,5,3016,77.05,32205.0
9,2,5,479,498.19,32205.0
9,2,5,53,261.65,32205.0
9,2,5,2992,632.14,32205.0
16,4,7,2593,60.0,32205.0
16,4,7,1287,26.6,32205.0
16,4,7,1287,724.96,32205.0
9,2,5,384,508.4,32205.0
9,2,5,2593,341.32,32205.0
9,2,5,1530,4947.59,32205.0
9,2,5,1530,401.3,32205.0
9,2,5,1530,401.3,32205.0
9,2,5,1530,890.85,32205.0
9,2,5,1530,641.93,32205.0
9,2,5,1530,200.65,32205.0
9,2,5,2592,88.66,32205.0
1,5,2,59,1200.0,32205.0
1,5,2,59,1200.0,32205.0
1,5,2,59,1200.0,32205.0
1,5,2,59,1200.0,32205.0
11,5,2,370,380.0,32205.0
16,5,2,735,124600.0,32205.0
12,5,2,2871,37200.0,32205.0
12,5,2,1587,31411.24,32205.0
6,5,11,1129,18766.79,32205.0
12,5,11,724,176319.32,32205.0
3,5,10,110,30176.22,32205.0
7,4,6,908,166999.0,32205.0
9,2,4,2599,236.0,32205.0
9,2,4,3107,270.4,32205.0
9,2,4,1112,1002.46,32205.0
9,2,4,2825,86.83,32205.0
9,2,4,1015,300.0,32205.0
9,2,4,360,295.51,32205.0
9,2,4,2920,8792.08,32205.0
9,2,4,2845,737.62,32205.0
9,2,4,2920,801.7,32205.0
9,2,4,2583,1447.34,32205.0
9,2,4,2599,164.21,32205.0
8,5,13,3263,8539.4,32205.0
8,5,13,3263,34911.71,32205.0
16,5,13,3263,6441.52,32205.0
16,5,13,3263,26334.88,32205.0
1,5,2,2825,55.96,32205.0
1,5,10,2825,79.79,32205.0
1,5,10,962,3303.22,32205.0
1,5,2,479,90.0,32205.0
1,5,2,2644,503.04,32205.0
1,5,2,2644,700.0,32205.0
1,5,2,2644,700.0,32205.0
1,5,2,1669,700.0,32205.0
1,5,2,2091,700.0,32205.0
1,5,17,3378,700.0,32205.0
1,5,2,2415,1730.0,32205.0
1,5,10,2056,7387.3,32205.0
1,5,17,2001,13536.0,32205.0
1,5,2,59,800.0,32205.0
1,5,2,2373,3306.0,32205.0
1,5,2,2373,1798.0,32205.0
1,5,2,357,3561.65,32205.0
1,5,2,357,376.41,32205.0
1,5,2,357,228.0,32205.0
1,5,2,2625,1649.0,32205.0
1,5,2,679,530.59,32205.0
1,5,10,1112,399.27,32205.0
1,5,2,1112,179.15,32205.0
1,5,2,1112,1292.03,32205.0
1,5,2,1530,22199.26,32205.0
1,5,2,1530,1660.0,32205.0
1,5,2,871,13145.84,32205.0
1,5,17,2599,155.15,32205.0
1,5,2,2599,3402.97,32205.0
3,5,10,3170,78.4,32205.0
3,5,2,3170,16431.6,32205.0
3,5,2,1932,62560.41,32205.0
4,5,2,702,866.0,32205.0
6,5,2,2541,2609.87,32205.0
6,5,2,257,2115.92,32205.0
6,5,2,57,2555.71,32205.0
6,5,17,1388,50.0,32205.0
6,5,2,2440,50.0,32205.0
6,5,2,25,25793.62,32205.0
6,5,2,2041,29479.43,32205.0
6,5,2,1339,8874.14,32205.0
7,5,10,2960,508.96,32205.0
7,5,20,2961,316.16,32205.0
7,5,20,2961,358.05,32205.0
7,5,20,2961,337.87,32205.0
7,5,20,2961,564.52,32205.0
11,5,2,1299,8734.06,32205.0
11,5,1,2608,15680.02,32205.0
11,5,2,2915,47535.97,32205.0
11,5,2,2951,16697.6,32205.0
11,5,2,2952,15456.2,32205.0
11,5,2,2954,30758.24,32205.0
11,5,2,2959,12756.47,32205.0
11,5,17,2916,17324.94,32205.0
11,5,2,2950,7921.1,32205.0
11,5,20,2961,3207.72,32205.0
11,5,10,2960,14942.1,32205.0
11,5,2,739,4458.93,32205.0
11,5,2,2915,26819.87,32205.0
11,5,1,2608,4458.93,32205.0
11,5,2,2951,3733.97,32205.0
11,5,2,2954,9610.39,32205.0
11,5,17,2916,6194.45,32205.0
11,5,2,2950,2974.03,32205.0
11,5,10,2960,2623.95,32205.0
11,5,2,2915,11233.96,32205.0
11,5,2,2951,4082.78,32205.0
11,5,2,2954,5068.67,32205.0
11,5,10,2960,2769.55,32205.0
11,5,2,1299,649.49,32205.0
11,5,2,2915,4130.15,32205.0
11,5,2,2951,1384.63,32205.0
11,5,2,2959,1227.02,32205.0
11,5,2,2950,1431.01,32205.0
11,5,10,2960,1373.53,32205.0
11,5,2,2915,2051.06,32205.0
11,5,2,1299,1589.0,32205.0
11,5,2,2915,5025.51,32205.0
11,5,2,2954,929.1,32205.0
11,5,2,1299,9916.4,32205.0
11,5,2,1299,17148.55,32205.0
11,5,2,2954,1163.62,32205.0
11,5,2,3049,175.5,32205.0
11,5,2,2440,150.0,32205.0
11,5,2,3062,200.0,32205.0
11,5,2,1646,200.0,32205.0
13,5,2,937,1490.0,32205.0
14,5,1,3174,887.43,32205.0
14,5,2,1530,21866.49,32205.0
14,5,2,1530,1660.0,32205.0
14,5,2,187,1420.8,32205.0
14,5,2,1522,78951.13,32205.0
16,5,2,384,396.75,32205.0
16,5,2,378,957.22,32205.0
16,5,2,378,34.55,32205.0
16,5,2,384,188.2,32205.0
16,5,2,2317,33811.6,32205.0
16,5,2,1581,728.14,32205.0
16,5,2,1112,19104.94,32205.0
16,5,2,1112,57721.85,32205.0
16,5,2,843,6609.37,32205.0
16,5,2,956,1008.14,32205.0
16,5,2,479,223.0,32205.0
16,5,2,384,425.6,32205.0
16,5,2,376,111.88,32205.0
1,5,19,2827,14832.34,32205.0
11,5,11,2958,2798.05,32205.0
11,5,2,2955,31019.71,32205.0
11,5,11,2957,102244.31,32205.0
11,5,11,2917,10800.87,32205.0
11,5,2,2955,2827.53,32205.0
11,5,11,2957,13553.79,32205.0
11,5,11,2917,1718.68,32205.0
11,5,2,2955,2296.41,32205.0
11,5,11,2957,6349.42,32205.0
11,5,11,2958,1134.68,32205.0
14,5,19,1112,6460.37,32205.0
14,5,19,1112,2807.91,32205.0
11,5,17,2918,10282.35,32205.0
3,3,8,2943,705.59,32205.0
3,3,8,3106,1050.77,32205.0
3,3,8,2825,488.13,32205.0
4,3,8,2405,50.0,32205.0
4,3,8,595,2894.7,32205.0
6,3,8,2223,1068.0,32205.0
6,3,8,2405,700.0,32205.0
7,3,8,1907,2630.72,32205.0
9,3,8,2943,55777.04,32205.0
9,3,8,2943,2453.69,32205.0
9,3,8,2943,4089.69,32205.0
9,3,8,2942,1859.61,32205.0
9,3,8,2942,11630.74,32205.0
16,3,8,2428,400.0,32205.0
16,3,8,19,660.0,32205.0
16,3,8,19,660.0,32205.0
16,3,8,1339,2812.73,32205.0
16,3,8,1942,3287.99,32205.0
16,3,8,1942,337.38,32205.0
16,3,8,1942,2950.61,32205.0
16,3,8,2490,1100.0,32205.0
16,3,8,2490,1100.0,32205.0
16,3,8,1112,1006.36,32205.0
16,3,8,384,228.75,32205.0
16,3,8,1530,4084.99,32205.0
3,3,8,2943,705.59,32205.0
16,3,8,1339,5699.82,32205.0
16,3,8,1522,15912.06,32205.0
3,3,8,2933,2269.19,32205.0
3,3,8,2933,2269.19,32205.0
4,3,8,1714,50.0,32205.0
4,3,8,1714,50.0,32205.0
4,3,8,1714,50.0,32205.0
4,3,8,1714,100.0,32205.0
4,3,8,1714,50.0,32205.0
4,3,8,2161,50.0,32205.0
4,3,8,2166,50.0,32205.0
4,3,8,158,50.0,32205.0
4,3,8,357,2083.82,32205.0
4,3,8,357,684.0,32205.0
4,3,8,361,1892.55,32205.0
9,3,8,2926,57732.54,32205.0
9,3,8,2928,12183.21,32205.0
9,3,8,2926,877.14,32205.0
9,3,8,2928,525.07,32205.0
9,3,8,2926,3623.21,32205.0
9,3,8,2934,143926.96,32205.0
9,3,8,2933,206564.52,32205.0
9,3,8,2932,1729.25,32205.0
9,3,8,2934,901.0,32205.0
9,3,8,2934,10236.15,32205.0
9,3,8,2933,18469.25,32205.0
9,3,8,361,2743.93,32205.0
9,3,8,1112,6661.32,32205.0
9,3,8,1112,8349.18,32205.0
9,3,8,249,191.09,32205.0
9,3,8,249,276.64,32205.0
9,3,8,249,467.73,32205.0
9,3,8,2587,220.37,32205.0
9,3,8,2587,2112.82,32205.0
9,3,8,2825,9641.9,32205.0
9,3,8,360,2373.65,32205.0
9,3,8,360,965.78,32205.0
9,3,8,360,1250.84,32205.0
16,3,8,378,62.4,32205.0
16,3,8,378,62.4,32205.0
16,3,8,378,572.8,32205.0
16,3,8,378,7.8,32205.0
16,3,8,378,136.41,32205.0
16,3,8,378,62.4,32205.0
16,3,8,1530,13732.89,32205.0
16,3,8,479,4993.74,32205.0
16,3,8,1522,16086.46,32205.0
16,3,8,1522,93773.62,32205.0
9,3,8,2241,7160.0,32205.0
9,3,8,743,16377.68,32205.0
9,3,8,2889,1688.69,32205.0
9,3,8,218,1453.06,32205.0
9,3,8,218,1688.69,32205.0
9,3,8,142,1688.69,32205.0
9,3,8,2889,1453.06,32205.0
9,3,8,142,1453.06,32205.0
9,3,8,320,59.62,32205.0
9,3,8,1698,162.18,32205.0
9,3,8,1698,131.58,32205.0
9,3,8,1698,162.18,32205.0
9,3,8,328,129.58,32205.0
9,3,8,269,162.18,32205.0
9,3,8,269,162.18,32205.0
9,3,8,2525,402.99,32205.0
9,3,8,2525,234.11,32205.0
9,3,8,2525,299.99,32205.0
9,3,8,2427,190.53,32205.0
9,3,8,2427,88.75,32205.0
9,3,8,2427,468.02,32205.0
9,3,8,2427,572.73,32205.0
9,3,8,2005,19.6,32205.0
9,3,8,2005,232.4,32205.0
9,3,8,2005,806.5,32205.0
9,3,8,2005,39.2,32205.0
9,3,8,216,1161.6,32205.0
9,3,8,216,1817.76,32205.0
9,3,8,216,857.76,32205.0
9,3,8,1399,36.39,32205.0
9,3,8,1399,36.4,32205.0
9,3,8,1399,76.39,32205.0
9,3,8,1744,1670.4,32205.0
9,3,8,1744,1430.4,32205.0
9,3,8,2733,1204.0,32205.0
9,3,8,2733,1405.4,32205.0
9,3,8,2733,1405.4,32205.0
9,3,8,2884,1405.4,32205.0
9,3,8,2884,1405.4,32205.0
9,3,8,2884,1204.0,32205.0
9,3,8,1402,880.0,32205.0
9,3,8,1402,1027.4,32205.0
9,3,8,1402,1027.4,32205.0
9,3,8,3218,186.4,32205.0
9,3,8,3218,336.26,32205.0
9,3,8,3218,145.92,32205.0
9,3,8,2226,157.6,32205.0
9,3,8,2226,118.2,32205.0
9,3,8,2226,118.2,32205.0
9,3,8,2109,880.0,32205.0
9,3,8,2109,1027.4,32205.0
9,3,8,2109,1027.4,32205.0
9,3,8,2731,1027.4,32205.0
9,3,8,2731,880.0,32205.0
9,3,8,2731,1027.4,32205.0
11,3,8,743,118703.87,32205.0
16,3,8,743,74375.96,32205.0
3,3,8,2936,956.46,32205.0
3,3,8,2936,956.46,32205.0
9,3,8,2937,2219.45,32205.0
9,3,8,2936,8535.0,32205.0
3,4,6,360,541.97,32205.0
3,4,6,360,991.42,32205.0
3,4,6,360,5785.01,32205.0
3,4,6,360,4915.9,32205.0
3,4,6,360,891.91,32205.0
3,4,6,960,2695.68,32205.0
3,4,6,361,2659.77,32205.0
3,4,6,361,1211.78,32205.0
3,4,6,750,3375.3,32205.0
3,4,6,988,50.0,32205.0
3,4,6,2518,350.0,32205.0
1,5,21,2768,878.05,32205.0
1,5,21,2768,878.05,32205.0
3,4,6,360,151.52,32205.0
3,4,6,2887,50.0,32205.0
3,4,6,2518,350.0,32205.0
3,4,6,1363,522.5,32205.0
3,4,6,407,1832.0,32205.0
3,4,6,407,3231.0,32205.0
3,4,6,2825,1322.82,32205.0
3,4,6,3170,280.0,32205.0
3,4,6,2984,9948.32,32205.0
3,4,6,2984,10677.4,32205.0
3,4,6,2984,3695.7,32205.0
3,4,6,750,1131.0,32205.0
3,4,6,2587,1325.5,32205.0
3,4,6,3376,500.0,32205.0
3,4,6,793,500.0,32205.0
3,4,6,1107,500.0,32205.0
3,4,6,3371,500.0,32205.0
3,4,6,808,500.0,32205.0
3,4,6,2116,500.0,32205.0
3,4,6,3372,500.0,32205.0
3,4,6,792,500.0,32205.0
3,4,6,950,2577.5,32205.0
3,4,6,75,2021.08,32205.0
3,4,6,2096,800.0,32205.0
3,4,6,1085,3940.0,32205.0
3,5,21,1666,878.05,32205.0
3,4,6,2431,1149.0,32205.0
3,4,6,1245,568.8,32205.0
3,4,6,1245,46.8,32205.0
3,4,6,906,75.7,32205.0
3,4,6,2825,1973.67,32205.0
3,4,6,1636,1105.82,32205.0
3,4,6,1668,60.0,32205.0
3,4,6,1668,407.63,32205.0
3,4,6,1322,1662.0,32205.0
3,4,6,750,400.0,32205.0
3,4,6,907,7707.82,32205.0
3,4,6,619,315.8,32205.0
3,4,6,619,270.0,32205.0
4,4,6,1460,1250.0,32205.0
4,4,6,907,2938.8,32205.0
4,4,6,907,361.5,32205.0
4,4,6,1112,167.59,32205.0
4,4,6,2392,1459.0,32205.0
4,4,6,2306,3065.87,32205.0
4,4,6,2825,173.65,32205.0
3,5,2,2317,2478.32,32205.0
4,4,6,2599,1026.0,32205.0
4,4,6,2444,2782.0,32205.0
4,4,6,1428,278.7,32205.0
4,4,6,1361,1360.0,32205.0
4,4,6,2993,378.0,32205.0
4,4,6,874,3270.0,32205.0
4,4,6,355,3807.02,32205.0
4,4,6,891,1426.7,32205.0
4,4,6,1325,1242.0,32205.0
4,4,6,2480,6272.0,32205.0
4,4,6,896,5199.0,32205.0
4,4,6,1024,1000.0,32205.0
4,4,6,2134,226.19,32205.0
4,4,6,859,1931.1,32205.0
4,4,6,1130,2140.13,32205.0
4,4,6,418,126.89,32205.0
4,4,6,418,91.0,32205.0
4,4,6,418,651.0,32205.0
4,4,6,418,1224.0,32205.0
4,4,6,418,408.0,32205.0
4,4,6,418,522.0,32205.0
4,4,6,1746,100.0,32205.0
4,4,6,653,250.0,32205.0
4,4,6,1746,450.0,32205.0
4,4,6,653,350.0,32205.0
4,4,6,2163,1984.08,32205.0
4,4,6,1179,1984.08,32205.0
4,4,6,1745,1984.08,32205.0
4,5,2,2317,6100.12,32205.0
4,5,2,2317,64.63,32205.0
5,5,2,2317,1.26,32205.0
6,5,21,1522,2516.35,32205.0
16,3,8,3169,5480.0,32205.0
11,5,21,2608,1649.38,32205.0
11,5,2,2317,2999.57,32205.0
12,5,21,3174,58375.55,32205.0
4,4,6,960,2438.4,32205.0
4,4,6,2599,153.44,32205.0
4,4,6,2599,635.94,32205.0
14,5,21,1522,64664.04,32205.0
4,4,6,3107,6599.05,32205.0
4,4,6,3107,96.32,32205.0
15,5,2,2317,2411.78,32205.0
15,5,2,2317,188.21,32205.0
6,4,6,679,7593.29,32205.0
16,5,2,2317,6476.68,32205.0
6,4,6,2612,7500.0,32205.0
16,5,21,1530,3180.68,32205.0
6,4,6,665,620.0,32205.0
16,5,21,1530,3207.59,32205.0
6,4,6,665,2650.0,32205.0
6,4,6,906,687.6,32205.0
6,4,6,2590,11998.45,32205.0
6,4,6,2825,16.66,32205.0
6,4,6,1460,13686.4,32205.0
6,4,6,1460,9641.5,32205.0
6,4,6,1112,17.08,32205.0
6,4,6,2984,8111.47,32205.0
6,4,6,2984,3245.57,32205.0
7,4,6,859,100.0,32205.0
7,4,6,1452,657.5,32205.0
7,4,6,1867,300.0,32205.0
7,4,6,616,2307.28,32205.0
7,4,6,616,138.4,32205.0
7,4,6,2689,1020.0,32205.0
16,3,8,1522,2778.83,32205.0
16,5,21,2317,2994.23,32205.0
16,5,21,2317,1114.79,32205.0
16,5,21,1530,24776.72,32205.0
7,4,6,1460,21582.8,32205.0
7,4,6,1460,9876.0,32205.0
7,4,6,2825,715.77,32205.0
7,4,6,646,2500.0,32205.0
7,4,6,541,48645.6,32205.0
7,4,6,541,3698.11,32205.0
7,4,6,541,89730.0,32205.0
7,4,6,2984,6230.0,32205.0
7,4,6,1340,2865.0,32205.0
10,4,6,1112,28.24,32205.0
10,4,6,1112,3496.46,32205.0
10,4,6,1112,154.43,32205.0
10,4,6,1112,62.02,32205.0
10,4,6,849,745.52,32205.0
10,4,6,1112,1085.56,32205.0
10,4,6,1112,1822.3,32205.0
10,4,6,1112,983.57,32205.0
11,4,6,1530,68701.0,32205.0
11,4,6,1250,5700.0,32205.0
11,4,6,1250,13300.0,32205.0
14,4,6,666,1860.0,32205.0
14,4,6,1460,4647.3,32205.0
16,4,6,541,660.0,32205.0
16,4,6,541,577.68,32205.0
16,4,6,541,990.98,32205.0
16,4,6,541,7183.92,32205.0
16,4,6,541,1303.43,32205.0
16,4,6,541,1110.0,32205.0
16,4,6,541,8391.36,32205.0
16,4,6,541,895.48,32205.0
16,4,6,541,2640.0,32205.0
16,4,6,541,1790.0,32205.0
16,4,6,2590,13948.19,32205.0
16,4,6,3349,13200.0,32205.0
16,4,6,1460,6575.38,32205.0
16,4,6,1460,63904.4,32205.0
16,4,6,756,12600.0,32205.0
16,4,6,665,5050.0,32205.0
16,4,6,357,1548.55,32205.0
16,4,6,357,242.87,32205.0
16,4,6,357,287.28,32205.0
4,4,6,2984,210.99,32205.0
16,4,6,1287,4233.35,32205.0
16,4,6,1287,1159.94,32205.0
16,4,6,1287,869.96,32205.0
16,4,6,1287,869.96,32205.0
16,4,6,1287,35774.6,32205.0
16,4,6,1287,13596.04,32205.0
16,4,6,1287,9140.95,32205.0
16,4,6,1287,1836.58,32205.0
16,4,6,1287,7026.01,32205.0
16,4,6,1287,10379.65,32205.0
16,4,6,1287,724.96,32205.0
16,4,6,1287,2609.87,32205.0
16,4,6,1287,1477.16,32205.0
16,4,6,1287,1972.23,32205.0
16,4,6,1287,2271.22,32205.0
16,4,6,1287,27591.26,32205.0
16,4,6,1287,43928.02,32205.0
16,4,6,1287,11332.0,32205.0
16,4,6,1287,13991.1,32205.0
16,4,6,1287,13101.58,32205.0
16,4,6,1287,23821.42,32205.0
16,4,6,1287,4192.79,32205.0
16,4,6,1287,8989.58,32205.0
16,4,6,1287,2857.76,32205.0
16,4,6,1287,869.96,32205.0
16,4,6,1287,12714.05,32205.0
16,4,6,1287,1691.58,32205.0
16,4,6,1287,724.96,32205.0
16,4,6,1287,16512.79,32205.0
9,2,4,1112,402.26,32205.0
16,4,6,1287,19392.56,32205.0
16,4,6,1287,1657.96,32205.0
16,4,6,1287,1936.6,32205.0
16,4,6,1287,869.96,32205.0
16,4,6,1287,2213.26,32205.0
16,4,6,1287,8994.28,32205.0
16,4,6,1287,837.94,32205.0
16,4,6,1287,6526.8,32205.0
16,4,6,1287,5276.4,32205.0
16,4,6,1287,14152.17,32205.0
16,4,6,1287,11626.25,32205.0
16,4,6,1287,7340.31,32205.0
16,4,6,1287,37038.22,32205.0
16,4,6,1287,3636.74,32205.0
16,4,6,1287,2908.77,32205.0
16,4,6,1287,32603.04,32205.0
16,4,6,1287,841.99,32205.0
16,4,6,1287,7510.44,32205.0
9,2,2,3107,760.82,32205.0
9,2,4,3107,178.25,32205.0
9,2,4,1112,121.71,32205.0
16,4,6,1287,86352.72,32205.0
9,2,2,1112,624.98,32205.0
9,2,2,2825,79.79,32205.0
9,2,4,2825,79.79,32205.0
9,2,4,2825,79.79,32205.0
9,2,4,2825,67.27,32205.0
9,2,4,360,241.6,32205.0
16,4,6,541,31943.93,32205.0
16,4,6,859,4620.0,32205.0
16,4,6,645,2246.4,32205.0
16,4,6,645,2032.0,32205.0
9,2,4,360,157.19,32205.0
9,2,4,360,151.77,32205.0
16,4,6,937,1490.0,32205.0
2,4,6,479,27181.55,32205.0
16,4,6,1460,3212.79,32205.0
9,2,2,2920,15025.79,32205.0
9,2,2,2920,857.65,32205.0
9,2,2,2920,2182.16,32205.0
16,4,6,360,306.92,32205.0
16,4,6,360,154.21,32205.0
16,4,6,360,319.34,32205.0
16,4,6,871,254.6,32205.0
16,4,6,1522,50433.96,32205.0
9,2,4,2920,5493.42,32205.0
9,2,4,2920,299.71,32205.0
16,4,6,43,957.79,32205.0
16,4,6,43,957.79,32205.0
9,2,2,2920,7497.75,32205.0
9,2,2,2920,1266.35,32205.0
9,2,2,2828,519.4,32205.0
9,2,2,2920,4057.64,32205.0
9,2,2,384,70.8,32205.0
16,4,6,378,288.6,32205.0
9,2,4,2920,2016.78,32205.0
16,4,6,479,43.8,32205.0
16,4,6,378,417.6,32205.0
16,4,6,384,182.0,32205.0
9,2,4,2920,7177.52,32205.0
9,2,2,378,14.0,32205.0
9,2,4,2920,4033.56,32205.0
9,2,4,2920,4033.56,32205.0
10,2,2,2774,3410.11,32205.0
9,2,4,2920,356.72,32205.0
9,2,2,2920,356.72,32205.0
